fecha,abrir,max,min,CloseClose price adjusted for splits.,Adj CloseAdjusted close price adjusted for splits and dividend and/or capital gain distributions.,volumen
"Oct 13, 2022",777.28,831.13,760.06,822.06,822.06,"866,100"
"Oct 12, 2022",830.33,837.59,800.61,820.65,820.65,"547,400"
"Oct 11, 2022",858.03,863.19,817.25,834.67,834.67,"652,100"
"Oct 10, 2022",883.00,885.26,854.41,872.60,872.60,"430,100"
"Oct 7, 2022",905.22,906.42,874.01,881.99,881.99,"610,000"
"Oct 6, 2022",926.88,962.07,926.59,929.18,929.18,"374,100"
"Oct 5, 2022",919.88,944.30,910.05,933.76,933.76,"474,000"
"Oct 4, 2022",909.89,955.56,909.89,948.25,948.25,"876,600"
"Oct 3, 2022",859.42,893.97,832.00,882.30,882.30,"955,400"
"Sep 30, 2022",818.11,858.55,811.55,827.78,827.78,"627,700"
"Sep 29, 2022",843.10,850.53,818.92,829.68,829.68,"504,900"
"Sep 28, 2022",805.37,871.32,801.30,865.24,865.24,"743,800"
"Sep 27, 2022",821.28,830.00,790.15,804.69,804.69,"501,700"
"Sep 26, 2022",817.08,833.98,797.09,799.58,799.58,"604,100"
"Sep 23, 2022",833.75,840.43,808.00,815.01,815.01,"562,100"
"Sep 22, 2022",876.13,884.90,843.69,850.00,850.00,"637,400"
"Sep 21, 2022",905.89,931.48,887.36,887.50,887.50,"639,300"
"Sep 20, 2022",922.58,929.81,903.11,905.69,905.69,"506,800"
"Sep 19, 2022",900.20,933.70,900.20,933.10,933.10,"485,400"
"Sep 16, 2022",932.95,933.50,904.88,919.11,919.11,"629,500"
"Sep 15, 2022",942.34,982.83,942.34,965.78,965.78,"682,300"
"Sep 14, 2022",947.08,970.86,925.00,960.33,960.33,"361,000"
"Sep 13, 2022",946.37,969.99,935.00,943.90,943.90,"720,700"
"Sep 12, 2022",974.83,"1,011.99",974.83,"1,002.01","1,002.01","704,400"
"Sep 9, 2022",932.54,976.20,932.54,970.99,970.99,"1,190,100"
"Sep 8, 2022",867.86,930.65,866.00,922.54,922.54,"831,100"
"Sep 7, 2022",858.14,893.64,848.39,887.69,887.69,"542,900"
"Sep 6, 2022",855.33,871.64,831.35,857.93,857.93,"645,000"
"Sep 2, 2022",872.00,883.24,847.15,855.91,855.91,"492,900"
"Sep 1, 2022",833.28,860.00,812.46,858.79,858.79,"689,000"
"Aug 31, 2022",868.11,886.29,851.63,855.36,855.36,"487,400"
"Aug 30, 2022",890.00,903.45,849.25,862.10,862.10,"572,000"
"Aug 29, 2022",854.01,891.62,853.28,875.17,875.17,"358,200"
"Aug 26, 2022",920.00,934.60,877.79,877.80,877.80,"538,000"
"Aug 25, 2022",909.02,919.84,896.10,919.18,919.18,"495,000"
"Aug 24, 2022",881.29,917.44,879.50,898.00,898.00,"490,600"
"Aug 23, 2022",889.00,908.16,875.71,887.04,887.04,"516,900"
"Aug 22, 2022",880.88,894.93,860.00,878.09,878.09,"804,400"
"Aug 19, 2022",950.00,952.07,904.21,909.76,909.76,"840,400"
"Aug 18, 2022",995.00,995.00,975.46,977.52,977.52,"540,600"
"Aug 17, 2022","1,030.00","1,039.31",990.00,997.90,997.90,"839,100"
"Aug 16, 2022","1,070.41","1,080.00","1,040.46","1,053.75","1,053.75","644,500"
"Aug 15, 2022","1,073.00","1,095.34","1,067.09","1,082.66","1,082.66","399,800"
"Aug 12, 2022","1,050.00","1,083.60","1,042.66","1,081.08","1,081.08","508,500"
"Aug 11, 2022","1,076.88","1,090.60","1,021.03","1,032.47","1,032.47","486,400"
"Aug 10, 2022","1,050.00","1,076.76","1,041.57","1,064.23","1,064.23","720,300"
"Aug 9, 2022","1,015.80","1,015.80",972.73,995.50,995.50,"544,800"
"Aug 8, 2022","1,042.08","1,074.50","1,018.00","1,024.25","1,024.25","618,400"
"Aug 5, 2022","1,014.72","1,056.54","1,007.24","1,024.81","1,024.81","849,500"
"Aug 4, 2022",994.50,"1,084.99",993.00,"1,034.83","1,034.83","1,851,200"
"Aug 3, 2022",852.56,892.97,848.84,890.87,890.87,"856,300"
"Aug 2, 2022",798.76,849.00,798.76,837.59,837.59,"491,100"
"Aug 1, 2022",805.54,838.97,785.00,813.97,813.97,"497,000"
"Jul 29, 2022",818.21,825.00,794.16,813.71,813.71,"667,400"
"Jul 28, 2022",792.72,811.57,766.60,803.75,803.75,"631,100"
"Jul 27, 2022",743.96,794.95,740.74,791.67,791.67,"581,600"
"Jul 26, 2022",740.49,743.85,720.84,727.79,727.79,"550,400"
"Jul 25, 2022",766.00,773.97,751.00,762.78,762.78,"361,800"
"Jul 22, 2022",783.00,802.42,752.96,763.92,763.92,"514,100"
"Jul 21, 2022",771.52,790.76,765.93,789.20,789.20,"453,400"
"Jul 20, 2022",725.17,784.45,724.65,779.68,779.68,"819,400"
"Jul 19, 2022",713.81,725.63,694.64,724.75,724.75,"463,900"
"Jul 18, 2022",700.20,723.66,680.82,691.84,691.84,"687,800"
"Jul 15, 2022",658.00,698.51,657.72,689.99,689.99,"749,400"
"Jul 14, 2022",648.34,665.00,630.23,655.69,655.69,"586,900"
"Jul 13, 2022",633.00,666.20,615.54,655.75,655.75,"627,300"
"Jul 12, 2022",663.20,678.41,643.59,653.63,653.63,"578,700"
"Jul 11, 2022",696.32,696.33,654.56,659.92,659.92,"512,700"
"Jul 8, 2022",702.22,720.59,682.20,708.63,708.63,"395,700"
"Jul 7, 2022",705.53,727.17,700.74,721.62,721.62,"490,400"
"Jul 6, 2022",722.09,728.41,697.01,704.55,704.55,"664,100"
"Jul 5, 2022",649.02,719.82,627.86,713.57,713.57,"756,700"
"Jul 1, 2022",642.62,665.95,631.87,659.95,659.95,"521,100"
"Jun 30, 2022",646.38,653.32,611.46,636.87,636.87,"700,400"
"Jun 29, 2022",657.71,672.09,638.18,660.13,660.13,"449,900"
"Jun 28, 2022",721.00,726.72,659.09,665.00,665.00,"659,900"
"Jun 27, 2022",745.39,752.66,711.52,717.31,717.31,"657,500"
"Jun 24, 2022",713.91,745.90,712.47,739.46,739.46,"654,300"
"Jun 23, 2022",684.49,710.00,674.75,698.64,698.64,"637,700"
"Jun 22, 2022",639.95,695.68,638.12,677.40,677.40,"719,100"
"Jun 21, 2022",654.80,673.59,645.87,656.70,656.70,"791,100"
"Jun 17, 2022",625.24,648.62,614.00,635.22,635.22,"751,000"
"Jun 16, 2022",633.10,641.67,609.05,612.70,612.70,"626,600"
"Jun 15, 2022",629.32,683.85,629.12,672.69,672.69,"1,015,100"
"Jun 14, 2022",630.96,634.67,600.68,616.40,616.40,"763,300"
"Jun 13, 2022",643.96,659.96,615.23,626.94,626.94,"1,220,600"
"Jun 10, 2022",730.63,735.86,689.02,691.69,691.69,"918,900"
"Jun 9, 2022",803.49,810.00,746.18,748.41,748.41,"677,400"
"Jun 8, 2022",824.12,848.19,813.48,824.62,824.62,"528,400"
"Jun 7, 2022",797.43,835.00,782.96,824.68,824.68,"633,900"
"Jun 6, 2022",818.37,824.83,794.01,803.99,803.99,"397,500"
"Jun 3, 2022",815.19,826.15,787.62,788.90,788.90,"484,300"
"Jun 2, 2022",770.00,837.81,770.00,836.74,836.74,"546,400"
"Jun 1, 2022",797.56,806.84,741.96,762.24,762.24,"562,400"
"May 31, 2022",807.00,812.18,765.75,785.88,785.88,"580,400"
"May 27, 2022",802.36,818.64,785.01,811.44,811.44,"469,800"
"May 26, 2022",725.22,788.79,718.01,783.44,783.44,"731,000"
"May 25, 2022",703.62,734.53,696.80,723.00,723.00,"767,300"
"May 24, 2022",745.12,745.12,690.50,699.86,699.86,"917,000"
"May 23, 2022",775.93,782.83,736.90,774.30,774.30,"848,400"
"May 20, 2022",824.71,832.95,732.00,775.65,775.65,"1,069,900"
"May 19, 2022",752.60,823.33,752.60,801.57,801.57,"953,800"
"May 18, 2022",802.01,824.85,745.77,749.30,749.30,"660,200"
"May 17, 2022",815.01,835.32,772.78,834.88,834.88,"696,400"
"May 16, 2022",774.21,823.00,767.06,787.81,787.81,"717,600"
"May 13, 2022",751.00,805.88,738.83,794.96,794.96,"873,400"
"May 12, 2022",655.00,747.12,640.00,722.93,722.93,"1,233,700"
"May 11, 2022",771.80,774.99,674.53,679.68,679.68,"1,122,200"
"May 10, 2022",808.08,836.13,766.12,774.44,774.44,"1,020,100"
"May 9, 2022",892.94,899.43,764.01,770.99,770.99,"1,300,000"
"May 6, 2022",960.01,986.00,883.67,927.55,927.55,"1,180,000"
"May 5, 2022",993.00,994.49,900.42,913.22,913.22,"798,100"
"May 4, 2022",981.60,"1,028.99",925.00,"1,023.21","1,023.21","547,300"
"May 3, 2022",998.91,"1,034.76",981.01,996.64,996.64,"326,600"
"May 2, 2022",972.12,"1,006.87",958.61,"1,002.79","1,002.79","411,700"
"Apr 29, 2022","1,029.18","1,050.49",965.82,973.63,973.63,"544,100"
"Apr 28, 2022","1,044.00","1,056.95","1,002.79","1,040.00","1,040.00","427,700"
"Apr 27, 2022","1,006.29","1,066.14","1,005.86","1,024.74","1,024.74","422,000"
"Apr 26, 2022","1,017.23","1,038.82","1,006.49","1,019.84","1,019.84","634,700"
"Apr 25, 2022",972.80,"1,043.39",968.89,"1,041.92","1,041.92","456,600"
"Apr 22, 2022","1,010.00","1,029.94",967.33,979.82,979.82,"526,700"
"Apr 21, 2022","1,100.00","1,111.22","1,010.82","1,014.01","1,014.01","407,500"
"Apr 20, 2022","1,137.80","1,137.80","1,078.57","1,080.16","1,080.16","383,200"
"Apr 19, 2022","1,055.45","1,139.34","1,055.45","1,130.35","1,130.35","343,000"
"Apr 18, 2022","1,050.00","1,081.60","1,031.20","1,070.04","1,070.04","352,100"
"Apr 14, 2022","1,120.00","1,129.74","1,059.11","1,060.34","1,060.34","510,700"
"Apr 13, 2022","1,115.00","1,144.04","1,104.03","1,135.75","1,135.75","327,900"
"Apr 12, 2022","1,165.43","1,185.87","1,113.85","1,115.98","1,115.98","455,100"
"Apr 11, 2022","1,136.17","1,154.50","1,116.15","1,125.69","1,125.69","404,600"
"Apr 8, 2022","1,157.94","1,178.90","1,139.12","1,160.80","1,160.80","362,600"
"Apr 7, 2022","1,155.00","1,192.49","1,145.82","1,173.14","1,173.14","265,000"
"Apr 6, 2022","1,190.00","1,190.00","1,137.16","1,163.97","1,163.97","504,800"
"Apr 5, 2022","1,263.99","1,265.30","1,204.73","1,218.15","1,218.15","309,500"
"Apr 4, 2022","1,240.00","1,275.82","1,227.00","1,265.01","1,265.01","390,200"
"Apr 1, 2022","1,213.63","1,251.56","1,205.17","1,224.13","1,224.13","369,600"
"Mar 31, 2022","1,212.45","1,223.93","1,188.32","1,189.48","1,189.48","407,600"
"Mar 30, 2022","1,239.30","1,255.51","1,192.81","1,209.85","1,209.85","363,700"
"Mar 29, 2022","1,245.67","1,267.67","1,221.98","1,256.50","1,256.50","495,700"
"Mar 28, 2022","1,160.51","1,230.00","1,160.51","1,225.16","1,225.16","558,400"
"Mar 25, 2022","1,226.32","1,234.99","1,150.70","1,166.33","1,166.33","585,000"
"Mar 24, 2022","1,211.57","1,239.91","1,174.42","1,236.44","1,236.44","483,300"
"Mar 23, 2022","1,195.74","1,258.17","1,172.00","1,212.45","1,212.45","591,600"
"Mar 22, 2022","1,154.72","1,222.12","1,154.72","1,215.07","1,215.07","604,500"
"Mar 21, 2022","1,160.00","1,182.50","1,121.37","1,153.84","1,153.84","529,100"
"Mar 18, 2022","1,133.28","1,191.47","1,120.51","1,185.53","1,185.53","811,600"
"Mar 17, 2022","1,068.54","1,150.42","1,045.73","1,149.09","1,149.09","751,200"
"Mar 16, 2022",975.78,"1,076.14",975.78,"1,075.97","1,075.97","913,600"
"Mar 15, 2022",884.12,954.73,884.02,952.34,952.34,"611,400"
"Mar 14, 2022",887.92,928.48,877.69,882.47,882.47,"597,300"
"Mar 11, 2022",955.29,955.29,891.63,891.69,891.69,"575,100"
"Mar 10, 2022",961.07,962.72,913.42,931.29,931.29,"634,400"
"Mar 9, 2022",955.55,993.53,936.00,984.76,984.76,"1,123,500"
"Mar 8, 2022",950.00,976.67,913.84,914.78,914.78,"976,400"
"Mar 7, 2022","1,067.99","1,069.88",956.37,957.87,957.87,"657,700"
"Mar 4, 2022","1,084.90","1,107.33","1,048.89","1,055.78","1,055.78","796,700"
"Mar 3, 2022","1,152.00","1,154.29","1,088.05","1,096.76","1,096.76","409,700"
"Mar 2, 2022","1,126.28","1,148.46","1,064.30","1,140.90","1,140.90","700,600"
"Mar 1, 2022","1,129.73","1,176.76","1,111.63","1,124.52","1,124.52","537,400"
"Feb 28, 2022","1,093.39","1,151.00","1,093.39","1,126.65","1,126.65","821,500"
"Feb 25, 2022","1,042.63","1,118.33","1,026.93","1,111.39","1,111.39","1,178,700"
"Feb 24, 2022",861.77,"1,037.98",858.99,"1,033.59","1,033.59","1,273,000"
"Feb 23, 2022",993.00,996.15,918.38,920.57,920.57,"1,932,800"
"Feb 22, 2022",913.00,938.00,873.40,887.86,887.86,"1,281,300"
"Feb 18, 2022","1,030.61","1,030.61",936.01,937.26,937.26,"1,179,000"
"Feb 17, 2022","1,110.64","1,125.05","1,017.02","1,021.07","1,021.07","722,300"
"Feb 16, 2022","1,166.24","1,166.24","1,095.54","1,133.84","1,133.84","559,000"
"Feb 15, 2022","1,146.31","1,176.87","1,145.87","1,170.30","1,170.30","467,400"
"Feb 14, 2022","1,091.12","1,136.36","1,075.05","1,119.01","1,119.01","479,500"
"Feb 11, 2022","1,114.24","1,145.00","1,079.40","1,091.09","1,091.09","503,100"
"Feb 10, 2022","1,092.64","1,156.76","1,085.93","1,122.42","1,122.42","539,100"
"Feb 9, 2022","1,088.99","1,134.72","1,068.42","1,133.20","1,133.20","592,900"
"Feb 8, 2022","1,021.91","1,056.73","1,015.00","1,050.87","1,050.87","338,100"
"Feb 7, 2022","1,040.00","1,077.21","1,033.12","1,035.14","1,035.14","384,400"
"Feb 4, 2022","1,004.80","1,055.29",984.00,"1,035.33","1,035.33","625,300"
"Feb 3, 2022","1,037.29","1,047.21",994.19,999.74,999.74,"692,500"
"Feb 2, 2022","1,153.25","1,153.47","1,078.03","1,082.60","1,082.60","389,200"
"Feb 1, 2022","1,145.00","1,150.00","1,097.98","1,138.11","1,138.11","475,900"
"Jan 31, 2022","1,055.87","1,138.57","1,055.87","1,132.06","1,132.06","555,800"
"Jan 28, 2022",992.50,"1,050.78",971.60,"1,048.63","1,048.63","642,400"
"Jan 27, 2022","1,002.34","1,033.13",981.05,992.50,992.50,"715,500"
"Jan 26, 2022","1,036.00","1,047.10",965.66,975.64,975.64,"636,600"
"Jan 25, 2022",998.54,"1,034.00",982.95,"1,001.65","1,001.65","749,900"
"Jan 24, 2022","1,009.00","1,028.88",957.60,"1,026.63","1,026.63","1,375,700"
"Jan 21, 2022","1,080.73","1,115.21","1,046.47","1,052.56","1,052.56","855,200"
"Jan 20, 2022","1,079.31","1,148.87","1,077.97","1,091.31","1,091.31","710,300"
"Jan 19, 2022","1,108.00","1,120.91","1,057.23","1,060.94","1,060.94","820,600"
"Jan 18, 2022","1,092.10","1,148.26","1,087.26","1,100.75","1,100.75","461,300"
"Jan 14, 2022","1,103.51","1,143.36","1,101.94","1,122.74","1,122.74","477,200"
"Jan 13, 2022","1,208.54","1,208.54","1,124.14","1,131.01","1,131.01","710,500"
"Jan 12, 2022","1,186.80","1,227.31","1,151.01","1,210.91","1,210.91","1,034,900"
"Jan 11, 2022","1,056.63","1,175.60","1,052.11","1,166.07","1,166.07","1,126,000"
"Jan 10, 2022","1,048.42","1,057.76","1,001.01","1,053.31","1,053.31","1,372,300"
"Jan 7, 2022","1,116.88","1,144.51","1,072.91","1,085.36","1,085.36","1,102,400"
"Jan 6, 2022","1,105.60","1,160.33","1,101.19","1,156.78","1,156.78","773,700"
"Jan 5, 2022","1,205.23","1,214.38","1,112.52","1,129.69","1,129.69","1,066,900"
"Jan 4, 2022","1,322.02","1,338.95","1,231.49","1,241.38","1,241.38","912,200"
"Jan 3, 2022","1,355.01","1,360.77","1,287.69","1,332.94","1,332.94","488,400"
"Dec 31, 2021","1,350.53","1,365.97","1,342.71","1,348.40","1,348.40","317,200"
"Dec 30, 2021","1,323.50","1,359.61","1,320.02","1,356.46","1,356.46","441,800"
"Dec 29, 2021","1,309.97","1,330.00","1,305.45","1,323.56","1,323.56","405,700"
"Dec 28, 2021","1,309.83","1,331.41","1,301.24","1,316.28","1,316.28","407,500"
"Dec 27, 2021","1,275.00","1,310.52","1,273.00","1,299.11","1,299.11","485,800"
"Dec 23, 2021","1,225.97","1,265.66","1,216.29","1,262.73","1,262.73","420,200"
"Dec 22, 2021","1,219.00","1,241.00","1,213.68","1,227.94","1,227.94","339,700"
"Dec 21, 2021","1,195.00","1,232.00","1,179.22","1,224.51","1,224.51","558,200"
"Dec 20, 2021","1,150.26","1,200.00","1,138.64","1,187.36","1,187.36","409,700"
"Dec 17, 2021","1,167.24","1,200.82","1,135.09","1,187.55","1,187.55","742,500"
"Dec 16, 2021","1,231.60","1,260.30","1,161.70","1,178.03","1,178.03","748,600"
"Dec 15, 2021","1,181.44","1,219.74","1,155.10","1,210.12","1,210.12","608,100"
"Dec 14, 2021","1,157.46","1,193.19","1,150.00","1,190.40","1,190.40","645,300"
"Dec 13, 2021","1,141.96","1,183.00","1,125.03","1,180.00","1,180.00","732,000"
"Dec 10, 2021","1,150.00","1,184.99","1,126.92","1,144.50","1,144.50","652,900"
"Dec 9, 2021","1,202.06","1,221.19","1,131.04","1,131.84","1,131.84","941,500"
"Dec 8, 2021","1,176.16","1,211.65","1,170.00","1,210.40","1,210.40","1,194,000"
"Dec 7, 2021","1,160.00","1,197.94","1,160.00","1,178.26","1,178.26","1,308,400"
"Dec 6, 2021","1,050.00","1,116.84","1,018.73","1,112.14","1,112.14","1,361,800"
"Dec 3, 2021","1,138.14","1,138.14","1,040.84","1,052.95","1,052.95","1,293,200"
"Dec 2, 2021","1,110.01","1,140.00","1,090.12","1,129.22","1,129.22","1,516,800"
"Dec 1, 2021","1,214.67","1,215.00","1,104.04","1,104.20","1,104.20","1,039,000"
"Nov 30, 2021","1,230.00","1,246.99","1,185.00","1,188.41","1,188.41","895,600"
"Nov 29, 2021","1,286.92","1,292.45","1,223.34","1,234.10","1,234.10","961,300"
"Nov 26, 2021","1,294.71","1,296.63","1,244.00","1,258.71","1,258.71","464,800"
"Nov 24, 2021","1,282.58","1,308.30","1,263.00","1,273.00","1,273.00","837,900"
"Nov 23, 2021","1,315.00","1,337.21","1,273.85","1,285.00","1,285.00","885,200"
"Nov 22, 2021","1,429.13","1,435.00","1,311.68","1,314.83","1,314.83","1,113,000"
"Nov 19, 2021","1,451.18","1,454.58","1,394.01","1,401.27","1,401.27","852,200"
"Nov 18, 2021","1,485.01","1,486.70","1,428.21","1,446.10","1,446.10","782,500"
"Nov 17, 2021","1,540.01","1,540.99","1,477.79","1,487.33","1,487.33","690,400"
"Nov 16, 2021","1,515.01","1,550.00","1,515.00","1,541.55","1,541.55","1,322,400"
"Nov 15, 2021","1,603.62","1,642.61","1,601.92","1,633.21","1,633.21","294,100"
"Nov 12, 2021","1,594.90","1,607.50","1,563.22","1,597.15","1,597.15","323,300"
"Nov 11, 2021","1,614.84","1,626.67","1,575.50","1,577.08","1,577.08","291,700"
"Nov 10, 2021","1,687.31","1,698.35","1,570.64","1,592.22","1,592.22","557,300"
"Nov 9, 2021","1,674.86","1,711.02","1,660.14","1,709.98","1,709.98","551,200"
"Nov 8, 2021","1,644.38","1,664.98","1,610.95","1,650.00","1,650.00","516,000"
"Nov 5, 2021","1,652.50","1,705.14","1,605.00","1,629.76","1,629.76","942,900"
"Nov 4, 2021","1,524.44","1,568.72","1,524.44","1,556.49","1,556.49","525,200"
"Nov 3, 2021","1,522.44","1,546.70","1,508.55","1,531.93","1,531.93","475,600"
"Nov 2, 2021","1,498.25","1,509.42","1,479.82","1,508.71","1,508.71","312,700"
"Nov 1, 2021","1,485.58","1,500.00","1,471.74","1,489.66","1,489.66","411,500"
"Oct 29, 2021","1,501.99","1,504.33","1,477.48","1,481.02","1,481.02","424,400"
"Oct 28, 2021","1,500.00","1,528.52","1,481.88","1,516.87","1,516.87","376,800"
"Oct 27, 2021","1,543.78","1,549.00","1,499.05","1,500.00","1,500.00","373,500"
"Oct 26, 2021","1,545.60","1,552.18","1,517.54","1,544.66","1,544.66","281,300"
"Oct 25, 2021","1,521.35","1,561.86","1,521.35","1,536.51","1,536.51","446,100"
"Oct 22, 2021","1,581.55","1,583.43","1,499.47","1,503.78","1,503.78","594,700"
"Oct 21, 2021","1,606.16","1,613.86","1,569.00","1,583.94","1,583.94","356,200"
"Oct 20, 2021","1,608.00","1,614.45","1,580.43","1,604.01","1,604.01","228,400"
"Oct 19, 2021","1,605.71","1,619.35","1,582.95","1,591.26","1,591.26","383,900"
"Oct 18, 2021","1,569.11","1,610.00","1,551.55","1,592.62","1,592.62","304,400"
"Oct 15, 2021","1,532.64","1,572.86","1,531.50","1,563.09","1,563.09","357,100"
"Oct 14, 2021","1,536.62","1,544.10","1,514.51","1,524.25","1,524.25","296,800"
"Oct 13, 2021","1,479.09","1,524.19","1,471.77","1,518.43","1,518.43","411,500"
"Oct 12, 2021","1,472.98","1,488.99","1,454.74","1,461.25","1,461.25","316,800"
"Oct 11, 2021","1,500.04","1,506.36","1,452.39","1,459.32","1,459.32","480,800"
"Oct 8, 2021","1,557.67","1,571.46","1,505.10","1,511.19","1,511.19","425,700"
"Oct 7, 2021","1,574.93","1,580.65","1,544.11","1,554.04","1,554.04","489,500"
"Oct 6, 2021","1,560.00","1,577.19","1,524.84","1,548.57","1,548.57","441,900"
"Oct 5, 2021","1,596.00","1,603.73","1,577.18","1,585.44","1,585.44","394,300"
"Oct 4, 2021","1,647.52","1,650.90","1,584.40","1,592.75","1,592.75","498,500"
"Oct 1, 2021","1,692.15","1,700.39","1,650.07","1,667.60","1,667.60","254,800"
"Sep 30, 2021","1,665.97","1,696.58","1,641.01","1,679.40","1,679.40","366,400"
"Sep 29, 2021","1,697.34","1,720.00","1,648.57","1,662.99","1,662.99","371,200"
"Sep 28, 2021","1,720.00","1,736.02","1,665.00","1,682.01","1,682.01","588,000"
"Sep 27, 2021","1,842.56","1,844.95","1,755.58","1,768.15","1,768.15","509,600"
"Sep 24, 2021","1,858.70","1,876.94","1,830.00","1,869.62","1,869.62","236,500"
"Sep 23, 2021","1,895.00","1,913.77","1,869.00","1,886.49","1,886.49","211,900"
"Sep 22, 2021","1,850.76","1,888.84","1,840.90","1,879.49","1,879.49","197,400"
"Sep 21, 2021","1,827.79","1,862.67","1,817.69","1,838.59","1,838.59","203,700"
"Sep 20, 2021","1,821.13","1,857.14","1,777.95","1,820.70","1,820.70","383,500"
"Sep 17, 2021","1,892.94","1,903.66","1,871.80","1,878.23","1,878.23","295,100"
"Sep 16, 2021","1,883.68","1,905.32","1,875.00","1,881.35","1,881.35","203,900"
"Sep 15, 2021","1,846.00","1,898.62","1,836.80","1,889.26","1,889.26","239,000"
"Sep 14, 2021","1,861.31","1,875.00","1,837.53","1,856.34","1,856.34","174,700"
"Sep 13, 2021","1,858.78","1,868.24","1,811.79","1,852.61","1,852.61","221,700"
"Sep 10, 2021","1,904.99","1,922.56","1,847.25","1,847.41","1,847.41","327,300"
"Sep 9, 2021","1,901.72","1,916.68","1,879.31","1,883.41","1,883.41","288,700"
"Sep 8, 2021","1,949.56","1,949.56","1,882.19","1,906.14","1,906.14","334,600"
"Sep 7, 2021","1,953.12","1,962.79","1,920.00","1,953.83","1,953.83","195,200"
"Sep 3, 2021","1,928.88","1,962.00","1,924.62","1,946.01","1,946.01","228,800"
"Sep 2, 2021","1,903.08","1,970.13","1,903.08","1,931.33","1,931.33","450,500"
"Sep 1, 2021","1,878.00","1,915.41","1,876.15","1,896.51","1,896.51","311,100"
"Aug 31, 2021","1,890.00","1,891.07","1,848.22","1,867.45","1,867.45","278,400"
"Aug 30, 2021","1,853.55","1,910.00","1,853.55","1,878.90","1,878.90","285,400"
"Aug 27, 2021","1,835.00","1,874.56","1,830.92","1,865.00","1,865.00","253,400"
"Aug 26, 2021","1,864.49","1,864.49","1,827.51","1,835.68","1,835.68","262,000"
"Aug 25, 2021","1,860.87","1,872.30","1,844.45","1,871.94","1,871.94","260,300"
"Aug 24, 2021","1,834.38","1,865.89","1,825.10","1,855.29","1,855.29","357,800"
"Aug 23, 2021","1,793.01","1,817.49","1,771.21","1,810.00","1,810.00","427,300"
"Aug 20, 2021","1,756.00","1,799.48","1,753.50","1,786.54","1,786.54","232,100"
"Aug 19, 2021","1,762.00","1,804.89","1,746.02","1,759.96","1,759.96","320,400"
"Aug 18, 2021","1,769.32","1,804.27","1,762.83","1,784.13","1,784.13","315,100"
"Aug 17, 2021","1,761.35","1,778.79","1,744.64","1,767.99","1,767.99","328,300"
"Aug 16, 2021","1,850.00","1,865.15","1,781.43","1,795.00","1,795.00","452,600"
"Aug 13, 2021","1,831.75","1,860.46","1,818.43","1,851.60","1,851.60","262,300"
"Aug 12, 2021","1,877.30","1,887.07","1,833.24","1,842.67","1,842.67","323,300"
"Aug 11, 2021","1,879.27","1,899.33","1,847.54","1,887.57","1,887.57","484,400"
"Aug 10, 2021","1,772.84","1,878.94","1,767.55","1,878.53","1,878.53","844,600"
"Aug 9, 2021","1,765.22","1,767.31","1,736.42","1,755.74","1,755.74","244,400"
"Aug 6, 2021","1,776.83","1,780.00","1,741.60","1,756.27","1,756.27","442,200"
"Aug 5, 2021","1,674.12","1,812.95","1,674.12","1,786.11","1,786.11","1,293,800"
"Aug 4, 2021","1,568.00","1,587.50","1,553.27","1,570.00","1,570.00","276,400"
"Aug 3, 2021","1,581.70","1,592.97","1,542.90","1,575.70","1,575.70","231,800"
"Aug 2, 2021","1,587.91","1,601.48","1,539.74","1,578.65","1,578.65","328,100"
"Jul 30, 2021","1,609.07","1,618.00","1,555.02","1,568.70","1,568.70","415,100"
"Jul 29, 2021","1,640.42","1,651.80","1,610.00","1,641.52","1,641.52","239,800"
"Jul 28, 2021","1,587.28","1,640.30","1,586.52","1,637.03","1,637.03","360,500"
"Jul 27, 2021","1,580.00","1,585.85","1,524.95","1,580.00","1,580.00","376,300"
"Jul 26, 2021","1,610.00","1,618.88","1,581.93","1,585.71","1,585.71","240,000"
"Jul 23, 2021","1,602.83","1,626.05","1,586.37","1,613.81","1,613.81","337,100"
"Jul 22, 2021","1,559.35","1,602.00","1,556.64","1,591.22","1,591.22","320,800"
"Jul 21, 2021","1,539.99","1,555.10","1,525.69","1,550.17","1,550.17","164,200"
"Jul 20, 2021","1,507.19","1,553.97","1,483.42","1,542.15","1,542.15","296,100"
"Jul 19, 2021","1,488.71","1,507.44","1,471.23","1,497.27","1,497.27","274,400"
"Jul 16, 2021","1,525.00","1,538.17","1,504.25","1,512.51","1,512.51","237,700"
"Jul 15, 2021","1,507.00","1,525.40","1,484.70","1,508.48","1,508.48","220,900"
"Jul 14, 2021","1,559.91","1,579.02","1,505.94","1,507.01","1,507.01","296,500"
"Jul 13, 2021","1,519.94","1,576.52","1,510.33","1,548.21","1,548.21","381,700"
"Jul 12, 2021","1,555.01","1,562.30","1,515.27","1,526.00","1,526.00","269,300"
"Jul 9, 2021","1,528.05","1,561.92","1,515.52","1,554.97","1,554.97","227,000"
"Jul 8, 2021","1,513.66","1,529.00","1,477.11","1,526.93","1,526.93","337,200"
"Jul 7, 2021","1,563.88","1,572.32","1,534.91","1,540.90","1,540.90","255,200"
"Jul 6, 2021","1,557.51","1,574.00","1,539.11","1,553.96","1,553.96","254,100"
"Jul 2, 2021","1,550.48","1,570.62","1,536.50","1,551.96","1,551.96","144,000"
"Jul 1, 2021","1,554.39","1,558.82","1,516.42","1,544.99","1,544.99","244,300"
